id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-395,bn,image_to_text,ছবিতে দেখানো সরঞ্জামটি মূলত কোন কাজের জন্য ব্যবহৃত হয়?,wire_guage.jpg,তারের AWG গেজ বা ব্যাস নির্ধারণ,লাইনের AC/DC ভোল্টেজ পরিমাপ,কন্ডাক্টরের ইনসুলেশন রেজিস্ট্যান্স পরীক্ষা,ওভারহেড লাইনে কন্ডাক্টর টেনশন ধরে রাখা,0,Wire Gauge Measurement,"wire_gauge,awg,tools",AWG স্লটে তার ঢুকিয়ে সঠিক গেজ নির্ধারণ করা যায়।,TRUE,wire_guage.jpg,,,,
vq-396,bn,image_to_text,ওয়ায়ার গেজ টুল দিয়ে তারের গেজ নির্ধারণের সময় কোন পদ্ধতিটি সঠিক?,wire_guage.jpg,ইনসুলেশন সরিয়ে যে স্লটে তার snugly ফিট হয় সেটিই গেজ নির্দেশ করে,ইনসুলেশনসহ তারকে বৃহত্তম স্লটে জোর করে ঢুকিয়ে গেজ নির্ধারণ,শুধু তারের রঙ দেখে গেজ অনুমান করা,স্লটে ঢোকানোর আগে তারকে তেলে ডুবিয়ে পরিমাপ,0,Wire Gauge Measurement,"wire_gauge,awg,method",স্লটে ঠিকমতো ফিট হওয়া গেজই সঠিক পাঠ।,TRUE,wire_guage.jpg,,,,
vq-397,bn,image_to_text,AWG (American Wire Gauge) স্কেল সম্পর্কে নিচের কোন বিবৃতিটি সঠিক?,wire_guage.jpg,AWG সংখ্যা কম হলে তার মোটা হয় এবং বেশি কারেন্ট বহন করতে পারে,AWG সংখ্যা বেশি হলে তার মোটা হয়,AWG সংখ্যা ও তারের ব্যাস সরাসরি সমানুপাতিক,AWG শুধু ইনসুলেশনের পুরুত্ব মাপে,0,Wire Gauge Measurement,"awg,theory,wire",উদাহরণ: 10 AWG 16 AWG-এর চেয়ে মোটা।,TRUE,wire_guage.jpg,,,,
vq-398,bn,image_to_text,ছবিতে দেখানো পরিমাপ সরঞ্জামটি কী?,wire_guage_micrometre.jpg,মাইক্রোমিটার স্ক্রু গেজ,ডায়াল ক্যালিপার,ওয়ায়ার গেজ টুল,ডিজিটাল মাল্টিমিটার,0,Wire Gauge Measurement,"micrometer,measurement,tools",স্লিভ ও থিম্বল স্কেল দিয়ে সূক্ষ্ম ব্যাস মাপা যায়।,TRUE,wire_guage_micrometre.jpg,,,,
vq-399,bn,image_to_text,স্ট্র্যান্ডেড (multi-strand) তারের গেজ নির্ধারণে মাইক্রোমিটার দিয়ে প্রথমে কী পরিমাপ করা হয়?,wire_guage_micrometre.jpg,একটি একক স্ট্র্যান্ডের ব্যাস,পুরো তার-bundle-এর বাইরের পরিধি,ইনসুলেশনের মোট দৈর্ঘ্য,তার ড্রামের ওজন,0,Wire Gauge Measurement,"micrometer,stranded_wire,method",এক স্ট্র্যান্ডের ব্যাস দিয়ে CMA (Circular Mil Area) গণনা করা হয়।,TRUE,wire_guage_micrometre.jpg,,,,
vq-400,bn,image_to_text,ছবিতে দেখানো ডায়াল ক্যালিপারে তারের বাইরের ব্যাস পরিমাপ করতে কোন অংশ ব্যবহার করা হয়?,wire_guage_caliper.jpg,বাইরের মাপের চোয়াল (outside jaws),ভেতরের মাপের চোয়াল (inside jaws),ডায়াল বেজেল (dial bezel),লকিং স্ক্রু (locking screw),0,Wire Gauge Measurement,"caliper,measurement,method",বাইরের চোয়াল দিয়ে বাহ্যিক ব্যাস ধরা হয়।,TRUE,wire_guage_caliper.jpg,,,,
vq-401,bn,text_to_image,তারের AWG গেজ নির্ধারণের জন্য স্লটযুক্ত ওয়ায়ার গেজ টুল নিচের কোনটি?,,wire_guage.jpg,wire_guage_micrometre.jpg,wire_guage_caliper.jpg,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg,0,Wire Gauge Measurement,"wire_gauge,awg,tools",গোলাকার ও আয়তাকার গেজ প্লেট দেখুন।,TRUE,,wire_guage.jpg,wire_guage_micrometre.jpg,wire_guage_caliper.jpg,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg
vq-402,bn,text_to_image,তারের ব্যাস মিলিমিটারে সূক্ষ্মভাবে মাপে AWG চার্টের সাথে তুলনা করতে নিচের কোন সরঞ্জামটি ব্যবহার করা যায়?,,wire_guage_micrometre.jpg,wire_guage.jpg,wire_guage_caliper.jpg,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg,0,Wire Gauge Measurement,"micrometer,diameter,method",ব্যাস মাপার পর AWG টেবিলে মিলিয়ে গেজ নির্ধারণ করুন।,TRUE,,wire_guage_micrometre.jpg,wire_guage.jpg,wire_guage_caliper.jpg,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg
vq-403,bn,text_to_image,তারের ব্যাস মিলিমিটারে পরিমাপ করতে নিচের কোন ডায়াল ক্যালিপারটি ব্যবহারযোগ্য?,,wire_guage_caliper.jpg,wire_guage.jpg,wire_guage_micrometre.jpg,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg,0,Wire Gauge Measurement,"caliper,diameter,method",main scale ও dial স্কেল একসাথে পড়ুন।,TRUE,,wire_guage_caliper.jpg,wire_guage.jpg,wire_guage_micrometre.jpg,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg
vq-404,bn,image_to_text,ভুল ওয়ায়ার গেজ ব্যবহারের প্রধান ঝুঁকি কী?,wire_guage.jpg,অতিরিক্ত লোডে তার গরম হয়ে আগুন লাগতে পারে,তারের রঙ দ্রুত ফ্যেড হয়ে যায়,শুধু ভোল্টেজ ড্রপ সামান্য বাড়ে কিন্তু নিরাপদ থাকে,ইনসুলেশন স্বয়ংক্রিয়ভাবে মোটা হয়ে যায়,0,Wire Gauge Measurement,"awg,safety,theory",লোডের চেয়ে পাতলা তার ব্যবহার বিপজ্জনক।,TRUE,wire_guage.jpg,,,,
