id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-345,bn,image_to_text,ছবিতে দেখানো ব্যক্তিগত সুরক্ষা সরঞ্জামটি মূলত শরীরের কোন অংশকে আঘাত থেকে রক্ষা করার জন্য ডিজাইন করা হয়েছে?,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,মাথাকে কোনো বস্তু বা কাঠামোর আঘাত থেকে রক্ষা করতে,চোখকে ক্ষতিকারক অতিবেগুনি রশ্মি থেকে বাঁচাতে,হাতকে অতিরিক্ত ঘর্ষণজনিত ফোসকা থেকে মুক্ত রাখতে,পা-কে ধারালো পেরেক বা ধাতুর আঘাত থেকে বাঁচাতে,0,PPE,"helmet,safety,ppe",হেলমেট মাথায় শক্ত বস্তুর আঘাত লাগলে তা শুষে নিয়ে মস্তিষ্ককে নিরাপদ রাখে।,TRUE,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,,,,
vq-346,bn,text_to_image,উঁচুতে কাজের সময় মাথায় ভারী বস্তুর আঘাত থেকে বাঁচতে নিচের কোন নিরাপত্তা সরঞ্জামটি ব্যবহার করা আবশ্যিক?,,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg,0,PPE,"helmet,safety,ppe","মাথার সুরক্ষায় হেলমেট পরা বাধ্যতামূলক, যা ওপর থেকে পড়া জিনিস থেকে বাঁচায়।",TRUE,,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg
vq-347,bn,image_to_text,লাইভ লাইনের কাজ বা গ্রাইন্ডিংয়ের সময় ছবিতে দেখানো চোখের সুরক্ষা সরঞ্জামটি পরা কেন জরুরি?,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,চোখকে ক্ষতিকারক স্ফুলিঙ্গ এবং উড়ন্ত কণা থেকে রক্ষা করতে,মাথাকে ওপর থেকে পড়ে যাওয়া ভারী বস্তুর আঘাত থেকে বাঁচাতে,কানকে অতিরিক্ত উচ্চ শব্দজনিত শ্রবণ ক্ষতি থেকে মুক্ত রাখতে,হাতকে ধারালো তারের স্ক্র্যাচ এবং ক্ষত থেকে রক্ষা করতে,0,PPE,"goggles,safety,ppe","সেফটি গগলস চোখকে ধুলোবালি, ধাতু বা তার কাটার উড়ন্ত টুকরো থেকে সুরক্ষিত রাখে।",TRUE,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,,,,
vq-348,bn,text_to_image,বৈদ্যুতিক প্যানেলে ড্রিলিং বা মেটাল কাটার সময় চোখকে স্পার্ক ও ধাতব কণা থেকে বাঁচাতে নিচের কোনটি ব্যবহার করবেন?,,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg,0,PPE,"goggles,safety,ppe",চোখের সুরক্ষায় সর্বদা সেফটি গগলস ব্যবহার করা নিশ্চিত করতে হবে।,TRUE,,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg
vq-349,bn,image_to_text,ছবিতে দেখানো হাতের সুরক্ষা সরঞ্জামটি ব্যবহারের প্রধান উদ্দেশ্য কী?,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg,লাইভ কন্ডাক্টরে হাত দিয়ে কাজ করার সময় বৈদ্যুতিক শক থেকে বাঁচতে,খুঁটিতে ওঠার সময় হাতের তালুকে কেবল পিছলে যাওয়া থেকে রক্ষা করতে,কনুইয়ের জয়েন্টে অতিরিক্ত ভারী ওজনের চাপ ও ফ্রিকশন হ্রাস করতে,রাসায়নিক পদার্থ হ্যান্ডল করার সময় হাতের চামড়া সুরক্ষিত রাখতে,0,PPE,"gloves,safety,ppe",সঠিক ভোল্টেজ রেটিংয়ের ইলেকট্রিক্যাল গ্লাভস লাইভ কন্ডাক্টরের সংস্পর্শে শক খাওয়া প্রতিরোধ করে।,TRUE,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg,,,,
vq-350,bn,text_to_image,ডিস্ট্রিবিউশন লাইনে ফিউজ তার পরিবর্তনের সময় লাইনম্যানের হাতের সুরক্ষায় নিচের কোন সরঞ্জামটি ব্যবহার করা জরুরি?,,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,0,PPE,"gloves,safety,ppe",ইলেকট্রিক্যাল ইনসুলেটিং হ্যান্ড গ্লাভস লাইনম্যানের প্রধান নিরাপত্তা কবচ।,TRUE,,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg
vq-351,bn,image_to_text,বৈদ্যুতিক কাজের উপযুক্ত ছবিতে দেখানো এই বিশেষ জুতোজোড়ার মূল নিরাপত্তা বৈশিষ্ট্য কোনটি?,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,এটি নন-কন্ডাক্টিভ ম্যাটেরিয়াল দিয়ে তৈরি এবং মেটাল ফ্রি হয়ে থাকে,এটি অতি দীর্ঘ ও সম্পূর্ণ ওয়াটারপ্রুফ রাবার কাপড় দ্বারা আবৃত,এর শেষ প্রান্তে ইস্পাত দিয়ে তৈরি অতিরিক্ত ভারী অংশ সংযুক্ত থাকে,এর শেষ প্রান্তে স্প্রিং দেওয়া থাকে যা উঁচু লাফ সহজে নিয়ন্ত্রণ করে,0,PPE,"boots,safety,ppe",বৈদ্যুতিক কাজের উপযোগী সেফটি জুতোতে ধাতব পিনের পরিবর্তে নন-কন্ডাক্টিভ সোল ব্যবহার করা হয়।,TRUE,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,,,,
vq-352,bn,text_to_image,সাবস্টেশনের মেটাল ইয়ার্ডে হাঁটার সময় পা-কে গ্রাউন্ডেড শকের হাত থেকে রক্ষা করতে নিচের কোন জুতো জোড়া পরা উচিত?,,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg,0,PPE,"boots,safety,ppe",মেটাল ফ্রি বা ইনসুলেটেড সোলযুক্ত সেফটি সু পা-কে মাটি বা গ্রাউন্ড শকের হাত থেকে বাঁচায়।,TRUE,,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_1MAUYMbUWD91sOWrr2S07vFnLFke6hReM.jpg
vq-353,bn,image_to_text,উচ্চ ভোল্টেজ প্যানেল বা সাবস্টেশন ব্রেকার অপারেশনের সময় ছবিতে দেখানো এই মুখাবরণের মূল ভূমিকা কী?,img_1NU5KJYvyGcXpdFFB-FkVj5MmOWcMwRsb.jpg,তীব্র আর্ক ফ্ল্যাশ জনিত উত্তাপ ও ক্ষতিকারক রশ্মি থেকে মুখমণ্ডল রক্ষা করা,সাবস্টেশনের ক্ষতিকর সালফার ডাই-অক্সাইড গ্যাস শ্বাসযন্ত্রে ঢুকতে বাধা দেওয়া,হঠাৎ করে উচ্চ শব্দ হলে কানের পর্দাকে তীব্র কম্পন থেকে সুরক্ষিত রাখা,মাথায় ধাতব স্প্যানার পড়ার সময় মাথার খুলির ওপর আঘাত প্রতিহত করা,0,PPE,"arc_flash,safety,ppe",আর্ক ফ্ল্যাশ শিল্ড মুখমণ্ডলকে আর্ক বিস্ফোরণের উচ্চ তাপমাত্রা এবং অতিবেগুনী আলো থেকে রক্ষা করে।,TRUE,img_1NU5KJYvyGcXpdFFB-FkVj5MmOWcMwRsb.jpg,,,,
vq-354,bn,text_to_image,১১ কেভি প্যানেলে আইসোলেশন ও র্যাকিং-আউট অপারেশনের সময় মুখের সুরক্ষায় নিচের কোন আইটেমটি নির্বাচন করা উচিত?,,img_1NU5KJYvyGcXpdFFB-FkVj5MmOWcMwRsb.jpg,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg,0,PPE,"arc_flash,safety,ppe",প্যানেল অপারেশনের সময় আর্ক ফেস শিল্ড মুখের আঘাত ও ঝলসে যাওয়া প্রতিরোধ করে।,TRUE,,img_1NU5KJYvyGcXpdFFB-FkVj5MmOWcMwRsb.jpg,img_1hBHudBeDSB1bkGqX4qTvhEM0F2sHnkcd.jpg,img_13QNSikc8W6cAWqM6MXSYMdx7Mzs9OKx5.jpg,img_1EtxY0Gm7TNdLea7f-zk3q81HiZauX7j2.jpg
