id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-225,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),তেল স্তর নির্দেশক (Oil Level Gauge),ট্যাপ চেঞ্জার (Tap Changer),বুখজ রিলে (Buchholz Relay),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-226,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),তেল স্তর নির্দেশক (Oil Level Gauge),ট্যাপ চেঞ্জার (Tap Changer),কনজারভেটর ট্যাংক (Conservator Tank),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-227,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),তেল স্তর নির্দেশক (Oil Level Gauge),ট্যাপ চেঞ্জার (Tap Changer),সিলিকা জেল ব্রিদার (Silica Gel Breather),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-228,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),তেল স্তর নির্দেশক (Oil Level Gauge),বুখজ রিলে (Buchholz Relay),কনজারভেটর ট্যাংক (Conservator Tank),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-229,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),তেল স্তর নির্দেশক (Oil Level Gauge),বুখজ রিলে (Buchholz Relay),সিলিকা জেল ব্রিদার (Silica Gel Breather),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-230,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),তেল স্তর নির্দেশক (Oil Level Gauge),কনজারভেটর ট্যাংক (Conservator Tank),সিলিকা জেল ব্রিদার (Silica Gel Breather),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-231,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),ট্যাপ চেঞ্জার (Tap Changer),বুখজ রিলে (Buchholz Relay),কনজারভেটর ট্যাংক (Conservator Tank),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-232,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),ট্যাপ চেঞ্জার (Tap Changer),বুখজ রিলে (Buchholz Relay),সিলিকা জেল ব্রিদার (Silica Gel Breather),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-233,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),ট্যাপ চেঞ্জার (Tap Changer),কনজারভেটর ট্যাংক (Conservator Tank),সিলিকা জেল ব্রিদার (Silica Gel Breather),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
vq-234,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) অংশটির সঠিক নাম কোনটি?,DTR_drain_valve.png,তেল নিকাশ ভালভ (Oil Drain Valve),বুখজ রিলে (Buchholz Relay),কনজারভেটর ট্যাংক (Conservator Tank),সিলিকা জেল ব্রিদার (Silica Gel Breather),0,DTR,"dtr,identification,name",ছবির বৈশিষ্ট্য দেখে পরিচিত DTR অংশের নাম শনাক্ত করুন।,TRUE,DTR_drain_valve.png,,,,
