id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-162,bn,image_to_text,ছবিতে দেখানো রেঞ্চটির (পাইপ রেঞ্চ) চোয়ালের বিশেষ ডিজাইন এটিকে কী করতে সাহায্য করে?,img_1-GjE5CLrPGUNX0nNHUrh_8pCgJul4ihP.jpg,গোল ধাতব পাইপকে আঁকড়ে ধরে স্লিপ হওয়া রোধ করতে,হেক্সাগোনাল নাট-বল্টুকে খুব দ্রুত আলগা করতে,কাঠের তক্তায় স্ক্রু আটকানোর শক্তি বৃদ্ধি করতে,বৈদ্যুতিক তার কেটে জোড়া দেওয়ার কাজ সহজ করতে,0,Tools,"wrench,pipe,tools",পাইপ রেঞ্জের খাঁজকাটা দাঁত ও নড়াচড়া করা চোয়াল গোল কন্ডুইট পাইপকে শক্তভাবে ধরে রাখে।,TRUE,img_1-GjE5CLrPGUNX0nNHUrh_8pCgJul4ihP.jpg,,,,
vq-163,bn,image_to_text,ছবিতে দেখানো ডিজিটাল মাল্টিমিটার ব্যবহারের ক্ষেত্রে কোনটি প্রধান নিরাপত্তা সতর্কতা?,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg,পরিমাপের শুরুতে সঠিক রেঞ্জ ও মোড নির্বাচন করা,স্ক্রিনটি ধুলোবালি থেকে পরিষ্কার রাখা,প্রোব দুটি কপার তার দিয়ে ভালো করে ঘষে নেওয়া,ডিসপ্লে ব্যাকলাইট সর্বদা অন করে রাখা,0,Tools,"multimeter,measurement,tools",ভুল রেঞ্জ বা মোড (যেমন রেজিস্ট্যান্স মোডে এসি ভোল্টেজ মাপা) মিটারের ক্ষতি করতে পারে।,TRUE,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg,,,,
vq-164,bn,image_to_text,লাইনম্যানের জন্য এই ইনসুলেটেড হ্যান্ড টুলস ব্যবহারের প্রধান প্রয়োজনীয়তা কী?,img_1HNyXF76GKzNFWWP1J8EabNv3nkGankU6.jpg,লাইভ সার্কিটে কাজ করার সময় শক থেকে বাঁচতে,নাট-বল্টুর ওপর অতিরিক্ত ঘূর্ণন বল প্রয়োগ করতে,মরিচা পড়া লোহার জিনিসপত্র সহজে কাটতে,কাজ করার সময় হাতের ওপর গ্রিপ বৃদ্ধি করতে,0,Tools,"insulated_tools,safety,hand_tools",হ্যান্ডেলের ওপর থাকা সঠিক রেটিংয়ের ইনসুলেশন লাইনম্যানকে শর্ট-সার্কিট ও লাইভ শকের হাত থেকে রক্ষা করে।,TRUE,img_1HNyXF76GKzNFWWP1J8EabNv3nkGankU6.jpg,,,,
vq-165,bn,image_to_text,ছবিতে দেখানো 'কাম-অ্যালং ক্ল্যাম্প' (Come Along Clamp) মূলত কোন কাজের জন্য ডিজাইন করা হয়েছে?,img_1qB2r3FmwBNPIxQPQhON4ZRP4z4W1JnRp.jpg,ওভারহেড লাইনের কন্ডাক্টর ও গ্রাউন্ড ওয়্যার টেনে ধরে রাখতে,ক্যাবলের মাথায় কপার লাগের ক্রিম্পিং সংযোগ মজবুত করতে,SUBSTATION-এর মাটিতে আর্থিং রেজিস্ট্যান্সের সঠিক মান মাপতে,এলটি লাইনের সার্ভিস সংযোগে ফিউজ তার শক্ত করে আটকাতে,0,Tools,"come_along,tension,conductor",এটি হালকা ও কমপ্যাক্ট ডিজাইনের যা ওভারহেড তার টানার সময় কন্ডাক্টর ধরে রাখতে সাহায্য করে।,TRUE,img_1qB2r3FmwBNPIxQPQhON4ZRP4z4W1JnRp.jpg,,,,
vq-166,bn,image_to_text,উঁচুতে কাজের সময় ব্যবহৃত ফুল বডি সেফটি হারনেসের 'ডি-রিং' (D-Ring) ব্যবহারের আগে কেন পরীক্ষা করা আবশ্যক?,img_13w1fWNGZg5UQXWuZxEyF6hk3IwncdefC.jpg,পতন রোধক ল্যানিয়ার্ডের হুকটি সঠিক ও নিরাপদভাবে আটকাতে,কোমরের বেল্টের আকার নিখুঁতভাবে সমন্বয় করতে,শোল্ডার স্ট্র্যাপগুলো কাঁধের ওপর সমান্তরাল রাখতে,লাইনম্যানের ব্যক্তিগত হাতুড়ি বা টেপ ঝুলিয়ে রাখতে,0,PPE,"harness,safety,fall_protection",ডি-রিং (D-Ring) হলো প্রধান অ্যাঙ্কর পয়েন্ট যা পতনের সময় সমস্ত ধাক্কা নিজের ওপর নেয়।,TRUE,img_13w1fWNGZg5UQXWuZxEyF6hk3IwncdefC.jpg,,,,
vq-167,bn,image_to_text,ছবিতে দেখানো 'ডাল রেঞ্জ' বা ওপেন-এন্ড স্প্যানারের দুই মাথার মাপ সম্পর্কে কোনটি সঠিক?,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg,দুই প্রান্তে ভিন্ন ভিন্ন নির্দিষ্ট মাপের নাট ঘোরানো যায়,দুই প্রান্তের মাপ বা সাইজ সর্বদা একই রকম থাকে,এর চোয়াল স্ক্রু ঘুরিয়ে ইচ্ছামত ছোট-বড় করা যায়,এর এক প্রান্ত খোলা এবং অন্য প্রান্তে বদ্ধ রিং থাকে,0,Tools,"open_end,spanner,hand_tools",ডাল রেঞ্জের দুই প্রান্তে সাধারণত দুটি কাছাকাছি সাইজ থাকে (যেমন ১০ মিমি ও ১১ মিমি)।,TRUE,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg,,,,
vq-168,bn,image_to_text,ছবিতে দেখানো 'চেন পুলি ব্লক' (Chain Pulley Block) ব্যবহারের প্রধান সুবিধা কী?,img_1Gqr9P1QQ6uIOZ4YjBekaR8dbb0SouEDx.jpg,কম বল প্রয়োগ করে ভারী মালামাল সহজে ওঠানো বা নামানো,কন্ডাক্টরের ইনসুলেশন স্তর নিখুঁতভাবে কাটা ও ছাড়ানো,ক্যাবলের দুই মাথায় আন্ডারগ্রাউন্ড জয়েন্ট স্থাপন করা,লাইনে ফেজ সিকোয়েন্সের পরিবর্তন সরাসরি শনাক্ত করা,0,Tools,"chain_pulley,hoist,lifting",চেন পুলি মেকানিক্যাল সুবিধার মাধ্যমে ভারী জিনিস তুলতে সাহায্য করে।,TRUE,img_1Gqr9P1QQ6uIOZ4YjBekaR8dbb0SouEDx.jpg,,,,
vq-169,bn,text_to_image,নিচের কোন ছবিটি 'ওপেন-এন্ড রেঞ্চ' বা 'ডাল রেঞ্জ' নির্দেশ করে যা নির্দিষ্ট সাইজের নাট টাইট বা লুজ করতে ব্যবহৃত হয়?,,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg,img_1-GjE5CLrPGUNX0nNHUrh_8pCgJul4ihP.jpg,img_1HXCk5EiYsV1wasApwmSaJXoOt3kG1tTN.jpg,img_1qZ1fKzqcwvRaRlm6UHEvJWr8VaOHYncy.jpg,0,Tools,"spanner,hand_tools",ডাল রেঞ্জের দুই প্রান্ত উন্মুক্ত বা খোলা ইউ (U) আকৃতির থাকে।,TRUE,,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg,img_1-GjE5CLrPGUNX0nNHUrh_8pCgJul4ihP.jpg,img_1HXCk5EiYsV1wasApwmSaJXoOt3kG1tTN.jpg,img_1qZ1fKzqcwvRaRlm6UHEvJWr8VaOHYncy.jpg
vq-170,bn,text_to_image,প্লাম্বিংয়ের কাজ বা গোল জিআই পাইপ ঘোরানোর জন্য নিচের কোন রেঞ্চটি ব্যবহার করা উপযুক্ত?,,img_1-GjE5CLrPGUNX0nNHUrh_8pCgJul4ihP.jpg,img_1SuK7lA0Vla32JVV0TBKiwFOjYmdT4wxV.jpg,img_1qZ1fKzqcwvRaRlm6UHEvJWr8VaOHYncy.jpg,img_12YYOC6BFIItCNHgHoMTJrHPt3_AJTjlA.jpg,0,Tools,"pipe_wrench,plumbing,hand_tools",পাইপ রেঞ্জের খাঁজকাটা চোয়াল গোল ধাতব পাইপকে শক্তভাবে আঁকড়ে ধরে পিছলে যেতে দেয় না।,TRUE,,img_1-GjE5CLrPGUNX0nNHUrh_8pCgJul4ihP.jpg,img_1SuK7lA0Vla32JVV0TBKiwFOjYmdT4wxV.jpg,img_1qZ1fKzqcwvRaRlm6UHEvJWr8VaOHYncy.jpg,img_12YYOC6BFIItCNHgHoMTJrHPt3_AJTjlA.jpg
vq-171,bn,text_to_image,নিচের কোন ছবিটি হেক্সাগোনাল (ছয় কোণাবিশিষ্ট) ইন্টারনাল স্ক্রু বা সকেট স্ক্রু খোলার জন্য ব্যবহৃত 'অ্যালেন কি' বা 'এল কি'?,,img_1qZ1fKzqcwvRaRlm6UHEvJWr8VaOHYncy.jpg,img_1HXCk5EiYsV1wasApwmSaJXoOt3kG1tTN.jpg,img_1fBmcnKPfCD8-sTl8xnUQ-uufHJjCo9aq.jpg,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg,0,Tools,"allen_key,hand_tools",এটি ইংরেজি 'L' আকৃতির ছয় কোণাবিশিষ্ট ইস্পাতের দণ্ড।,TRUE,,img_1qZ1fKzqcwvRaRlm6UHEvJWr8VaOHYncy.jpg,img_1HXCk5EiYsV1wasApwmSaJXoOt3kG1tTN.jpg,img_1fBmcnKPfCD8-sTl8xnUQ-uufHJjCo9aq.jpg,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg
